"","Species","Fish.ID","Sweep","Length.mm","Weight.g","Year","Site","Station","Area","pass_no"
"1","AS",1,1,137,30,1990,"Pamehac","1",102,NA
"2","BT",2,1,93,9,1990,"Pamehac","1",102,NA
"3","BTYOY",3,1,35,1,1990,"Pamehac","1",102,NA
"4","BTYOY",4,1,42,1,1990,"Pamehac","1",102,NA
"5","BTYOY",5,1,43,1,1990,"Pamehac","1",102,NA
"6","AS",6,2,95,10,1990,"Pamehac","1",102,NA
"7","BT",7,2,74,4,1990,"Pamehac","1",102,NA
"8","BT",8,2,67,4,1990,"Pamehac","1",102,NA
"9","BTYOY",9,2,40,1,1990,"Pamehac","1",102,NA
"10","BT",10,2,95,10,1990,"Pamehac","1",102,NA
"11","BTYOY",11,2,39,1,1990,"Pamehac","1",102,NA
"12","BT",12,3,69,5,1990,"Pamehac","1",102,NA
"13","BT",13,3,88,7,1990,"Pamehac","1",102,NA
"14","BTYOY",14,3,41,1,1990,"Pamehac","1",102,NA
"15","BTYOY",15,3,40,1,1990,"Pamehac","1",102,NA
"16","BT",16,3,112,17,1990,"Pamehac","1",102,NA
"17","BTYOY",17,4,47,1,1990,"Pamehac","1",102,NA
"18","BTYOY",18,4,48,1,1990,"Pamehac","1",102,NA
"19","BT",19,4,108,15,1990,"Pamehac","1",102,NA
"20","BT",20,5,68,4,1990,"Pamehac","1",102,NA
"21","BT",21,5,77,5,1990,"Pamehac","1",102,NA
"22","AS",1,1,140,32,1990,"Pamehac","2",100,NA
"23","AS",2,1,101,12,1990,"Pamehac","2",100,NA
"24","BTYOY",3,1,42,1,1990,"Pamehac","2",100,NA
"25","BT",4,1,158,46,1990,"Pamehac","2",100,NA
"26","BT",5,1,84,7,1990,"Pamehac","2",100,NA
"27","BT",6,1,93,10,1990,"Pamehac","2",100,NA
"28","BT",7,1,131,27,1990,"Pamehac","2",100,NA
"29","BT",8,1,172,60,1990,"Pamehac","2",100,NA
"30","BT",9,1,103,13,1990,"Pamehac","2",100,NA
"31","BT",10,1,158,47,1990,"Pamehac","2",100,NA
"32","BTYOY",11,1,41,1,1990,"Pamehac","2",100,NA
"33","BTYOY",12,1,42,1,1990,"Pamehac","2",100,NA
"34","BTYOY",13,1,35,1,1990,"Pamehac","2",100,NA
"35","BTYOY",14,1,34,1,1990,"Pamehac","2",100,NA
"36","BTYOY",15,1,36,1,1990,"Pamehac","2",100,NA
"37","BTYOY",16,1,40,1,1990,"Pamehac","2",100,NA
"38","BTYOY",17,1,35,1,1990,"Pamehac","2",100,NA
"39","BTYOY",18,1,47,1,1990,"Pamehac","2",100,NA
"40","BT",19,1,88,8,1990,"Pamehac","2",100,NA
"41","BTYOY",20,2,37,1,1990,"Pamehac","2",100,NA
"42","BTYOY",21,2,37,1,1990,"Pamehac","2",100,NA
"43","BT",22,2,102,12,1990,"Pamehac","2",100,NA
"44","BT",23,2,69,4,1990,"Pamehac","2",100,NA
"45","BT",24,2,124,24,1990,"Pamehac","2",100,NA
"46","BTYOY",25,2,41,1,1990,"Pamehac","2",100,NA
"47","BT",26,2,127,24,1990,"Pamehac","2",100,NA
"48","BTYOY",27,3,51,1,1990,"Pamehac","2",100,NA
"49","BTYOY",28,3,37,1,1990,"Pamehac","2",100,NA
"50","BTYOY",29,3,40,1,1990,"Pamehac","2",100,NA
"51","BT",1,1,90,7,1990,"Pamehac","4",100,NA
"52","BT",2,2,146,35,1990,"Pamehac","4",100,NA
"53","BTYOY",3,2,45,1,1990,"Pamehac","4",100,NA
"54","BTYOY",4,3,46,1,1990,"Pamehac","4",100,NA
"55","BT",1,2,91,9,1990,"Pamehac","5",220,NA
"56","BT",2,2,97,12,1990,"Pamehac","5",220,NA
"57","BTYOY",3,2,40,1,1990,"Pamehac","5",220,NA
"58","BTYOY",4,2,43,1,1990,"Pamehac","5",220,NA
"59","BT",5,3,105,12,1990,"Pamehac","5",220,NA
"60","BTYOY",6,5,41,1,1990,"Pamehac","5",220,NA
"61","BTYOY",7,5,46,1,1990,"Pamehac","5",220,NA
"62","BTYOY",8,5,44,1,1990,"Pamehac","5",220,NA
"63","BTYOY",9,5,43,1,1990,"Pamehac","5",220,NA
"64","BT",10,5,80,6,1990,"Pamehac","5",220,NA
"65","BT",11,5,90,8,1990,"Pamehac","5",220,NA
"66","BT",12,5,82,6,1990,"Pamehac","5",220,NA
"67","BT",13,5,79,5,1990,"Pamehac","5",220,NA
"68","BT",14,5,92,8,1990,"Pamehac","5",220,NA
"69","BTYOY",15,5,42,1,1990,"Pamehac","5",220,NA
"70","BTYOY",16,5,45,1,1990,"Pamehac","5",220,NA
"71","BTYOY",17,5,48,1,1990,"Pamehac","5",220,NA
"72","BTYOY",18,5,40,1,1990,"Pamehac","5",220,NA
"73","BTYOY",19,5,45,1,1990,"Pamehac","5",220,NA
"74","BTYOY",20,5,46,1,1990,"Pamehac","5",220,NA
"75","AS",1,1,115,18,1990,"Pamehac","6",100,NA
"76","AS",2,1,115,18,1990,"Pamehac","6",100,NA
"77","AS",3,1,107,15,1990,"Pamehac","6",100,NA
"78","AS",4,1,100,11,1990,"Pamehac","6",100,NA
"79","AS",5,1,101,12,1990,"Pamehac","6",100,NA
"80","AS",6,1,142,35,1990,"Pamehac","6",100,NA
"81","AS",7,1,118,17,1990,"Pamehac","6",100,NA
"82","AS",8,1,141,30,1990,"Pamehac","6",100,NA
"83","AS",9,1,103,12,1990,"Pamehac","6",100,NA
"84","AS",10,1,103,12,1990,"Pamehac","6",100,NA
"85","AS",11,1,190,81,1990,"Pamehac","6",100,NA
"86","AS",12,1,103,14,1990,"Pamehac","6",100,NA
"87","AS",13,1,95,9,1990,"Pamehac","6",100,NA
"88","AS",14,1,100,12,1990,"Pamehac","6",100,NA
"89","AS",15,1,95,10,1990,"Pamehac","6",100,NA
"90","AS",16,1,108,15,1990,"Pamehac","6",100,NA
"91","AS",17,1,98,10,1990,"Pamehac","6",100,NA
"92","AS",18,1,93,9,1990,"Pamehac","6",100,NA
"93","BTYOY",19,1,47,1,1990,"Pamehac","6",100,NA
"94","BTYOY",20,1,49,1,1990,"Pamehac","6",100,NA
"95","BTYOY",21,1,50,1,1990,"Pamehac","6",100,NA
"96","BTYOY",22,1,46,1,1990,"Pamehac","6",100,NA
"97","BTYOY",23,1,42,1,1990,"Pamehac","6",100,NA
"98","BTYOY",24,1,46,1,1990,"Pamehac","6",100,NA
"99","BTYOY",25,1,44,1,1990,"Pamehac","6",100,NA
"100","BTYOY",26,1,45,1,1990,"Pamehac","6",100,NA
"101","BTYOY",27,1,51,2,1990,"Pamehac","6",100,NA
"102","BTYOY",28,1,51,2,1990,"Pamehac","6",100,NA
"103","BTYOY",29,1,42,1,1990,"Pamehac","6",100,NA
"104","BTYOY",30,1,47,1,1990,"Pamehac","6",100,NA
"105","BTYOY",31,1,55,2,1990,"Pamehac","6",100,NA
"106","BTYOY",32,1,52,2,1990,"Pamehac","6",100,NA
"107","BTYOY",33,1,48,1,1990,"Pamehac","6",100,NA
"108","BT",34,1,86,8,1990,"Pamehac","6",100,NA
"109","BTYOY",35,1,48,1,1990,"Pamehac","6",100,NA
"110","BTYOY",36,1,49,1,1990,"Pamehac","6",100,NA
"111","AS",37,2,133,27,1990,"Pamehac","6",100,NA
"112","AS",38,2,148,39,1990,"Pamehac","6",100,NA
"113","AS",39,2,140,34,1990,"Pamehac","6",100,NA
"114","AS",40,2,102,13,1990,"Pamehac","6",100,NA
"115","AS",41,2,107,16,1990,"Pamehac","6",100,NA
"116","AS",42,2,100,12,1990,"Pamehac","6",100,NA
"117","AS",43,2,140,33,1990,"Pamehac","6",100,NA
"118","AS",44,2,149,40,1990,"Pamehac","6",100,NA
"119","AS",45,2,99,11,1990,"Pamehac","6",100,NA
"120","AS",46,2,143,40,1990,"Pamehac","6",100,NA
"121","AS",47,2,104,15,1990,"Pamehac","6",100,NA
"122","BT",48,2,145,41,1990,"Pamehac","6",100,NA
"123","BTYOY",49,2,51,2,1990,"Pamehac","6",100,NA
"124","BTYOY",50,2,51,2,1990,"Pamehac","6",100,NA
"125","BTYOY",51,2,46,1,1990,"Pamehac","6",100,NA
"126","BTYOY",52,2,49,1,1990,"Pamehac","6",100,NA
"127","BTYOY",53,2,42,1,1990,"Pamehac","6",100,NA
"128","BTYOY",54,2,51,1,1990,"Pamehac","6",100,NA
"129","BTYOY",55,2,52,2,1990,"Pamehac","6",100,NA
"130","BTYOY",56,2,51,1,1990,"Pamehac","6",100,NA
"131","BTYOY",57,2,54,2,1990,"Pamehac","6",100,NA
"132","BT",58,2,79,7,1990,"Pamehac","6",100,NA
"133","BTYOY",59,2,53,2,1990,"Pamehac","6",100,NA
"134","BTYOY",60,2,50,2,1990,"Pamehac","6",100,NA
"135","BTYOY",61,2,51,2,1990,"Pamehac","6",100,NA
"136","BTYOY",62,2,46,1,1990,"Pamehac","6",100,NA
"137","BTYOY",63,2,44,1,1990,"Pamehac","6",100,NA
"138","BTYOY",64,2,49,1,1990,"Pamehac","6",100,NA
"139","BTYOY",65,2,55,2,1990,"Pamehac","6",100,NA
"140","AS",66,3,115,18,1990,"Pamehac","6",100,NA
"141","AS",67,3,136,34,1990,"Pamehac","6",100,NA
"142","AS",68,3,115,20,1990,"Pamehac","6",100,NA
"143","AS",69,3,110,14,1990,"Pamehac","6",100,NA
"144","AS",70,3,105,13,1990,"Pamehac","6",100,NA
"145","AS",71,3,142,37,1990,"Pamehac","6",100,NA
"146","AS",72,3,150,46,1990,"Pamehac","6",100,NA
"147","ASYOY",73,3,51,2,1990,"Pamehac","6",100,NA
"148","BTYOY",74,3,47,1,1990,"Pamehac","6",100,NA
"149","BTYOY",75,3,45,1,1990,"Pamehac","6",100,NA
"150","BTYOY",76,3,52,2,1990,"Pamehac","6",100,NA
"151","BT",77,3,110,19,1990,"Pamehac","6",100,NA
"152","AS",78,4,112,18,1990,"Pamehac","6",100,NA
"153","AS",79,4,119,19,1990,"Pamehac","6",100,NA
"154","AS",80,4,130,26,1990,"Pamehac","6",100,NA
"155","AS",81,4,95,10,1990,"Pamehac","6",100,NA
"156","AS",82,4,175,64,1990,"Pamehac","6",100,NA
"157","BTYOY",1,1,50,2,1990,"Pamehac","7",102,NA
"158","BTYOY",2,1,50,1,1990,"Pamehac","7",102,NA
"159","BTYOY",3,1,50,1,1990,"Pamehac","7",102,NA
"160","BTYOY",4,1,56,2,1990,"Pamehac","7",102,NA
"161","BTYOY",5,1,45,1,1990,"Pamehac","7",102,NA
"162","BTYOY",6,1,40,1,1990,"Pamehac","7",102,NA
"163","BTYOY",7,1,45,1,1990,"Pamehac","7",102,NA
"164","BTYOY",8,1,46,1,1990,"Pamehac","7",102,NA
"165","BT",9,1,112,17,1990,"Pamehac","7",102,NA
"166","BT",10,1,128,20,1990,"Pamehac","7",102,NA
"167","BT",11,1,92,9,1990,"Pamehac","7",102,NA
"168","BT",12,1,123,21,1990,"Pamehac","7",102,NA
"169","BTYOY",13,1,50,1,1990,"Pamehac","7",102,NA
"170","BTYOY",14,2,45,1,1990,"Pamehac","7",102,NA
"171","BTYOY",15,2,49,1,1990,"Pamehac","7",102,NA
"172","BTYOY",16,2,51,1,1990,"Pamehac","7",102,NA
"173","BTYOY",17,2,45,1,1990,"Pamehac","7",102,NA
"174","BTYOY",18,2,51,2,1990,"Pamehac","7",102,NA
"175","BT",19,2,149,34,1990,"Pamehac","7",102,NA
"176","BT",20,2,104,13,1990,"Pamehac","7",102,NA
"177","BT",21,2,105,13,1990,"Pamehac","7",102,NA
"178","BT",22,2,90,8,1990,"Pamehac","7",102,NA
"179","BT",23,2,97,11,1990,"Pamehac","7",102,NA
"180","BTYOY",24,2,40,1,1990,"Pamehac","7",102,NA
"181","BTYOY",25,2,46,1,1990,"Pamehac","7",102,NA
"182","BTYOY",26,2,46,1,1990,"Pamehac","7",102,NA
"183","BTYOY",27,3,50,1,1990,"Pamehac","7",102,NA
"184","BT",28,3,144,40,1990,"Pamehac","7",102,NA
"185","BT",29,3,83,6,1990,"Pamehac","7",102,NA
"186","BT",1,1,145,34,1990,"Pamehac","8",286,NA
"187","BT",2,1,125,21,1990,"Pamehac","8",286,NA
"188","BT",3,1,179,68,1990,"Pamehac","8",286,NA
"189","BT",4,2,175,63,1990,"Pamehac","8",286,NA
"190","BT",5,2,130,27,1990,"Pamehac","8",286,NA
"191","BT",6,2,182,67,1990,"Pamehac","8",286,NA
"192","BT",7,3,111,14,1990,"Pamehac","8",286,NA
"193","BT",1,1,81,6,1991,"Pamehac","1",98,NA
"194","BTYOY",2,1,43,0.8,1991,"Pamehac","1",98,NA
"195","BTYOY",3,1,42,0.5,1991,"Pamehac","1",98,NA
"196","BTYOY",4,1,46,1,1991,"Pamehac","1",98,NA
"197","BTYOY",5,1,45,0.9,1991,"Pamehac","1",98,NA
"198","BTYOY",6,1,36,0.5,1991,"Pamehac","1",98,NA
"199","BT",7,2,81,6.1,1991,"Pamehac","1",98,NA
"200","BTYOY",8,2,39,0.6,1991,"Pamehac","1",98,NA
"201","AS",1,1,118,18.5,1991,"Pamehac","2",108,NA
"202","BT",2,1,92,8.7,1991,"Pamehac","2",108,NA
"203","BTYOY",3,1,39,0.6,1991,"Pamehac","2",108,NA
"204","BTYOY",4,1,37,0.5,1991,"Pamehac","2",108,NA
"205","BTYOY",5,1,32,0.2,1991,"Pamehac","2",108,NA
"206","BTYOY",6,1,31,0.2,1991,"Pamehac","2",108,NA
"207","BTYOY",7,1,38,0.5,1991,"Pamehac","2",108,NA
"208","BTYOY",8,1,31,0.2,1991,"Pamehac","2",108,NA
"209","BTYOY",9,1,32,0.3,1991,"Pamehac","2",108,NA
"210","BTYOY",10,1,38,0.4,1991,"Pamehac","2",108,NA
"211","BTYOY",11,1,44,0.8,1991,"Pamehac","2",108,NA
"212","BTYOY",12,1,45,0.9,1991,"Pamehac","2",108,NA
"213","BTYOY",13,1,42,0.5,1991,"Pamehac","2",108,NA
"214","BTYOY",14,1,43,0.8,1991,"Pamehac","2",108,NA
"215","BTYOY",15,1,40,0.7,1991,"Pamehac","2",108,NA
"216","BTYOY",16,1,46,1,1991,"Pamehac","2",108,NA
"217","BTYOY",17,1,45,0.9,1991,"Pamehac","2",108,NA
"218","BTYOY",18,1,41,0.7,1991,"Pamehac","2",108,NA
"219","BTYOY",19,1,40,0.6,1991,"Pamehac","2",108,NA
"220","BTYOY",20,1,44,0.7,1991,"Pamehac","2",108,NA
"221","BTYOY",21,1,47,1,1991,"Pamehac","2",108,NA
"222","BTYOY",22,1,45,0.9,1991,"Pamehac","2",108,NA
"223","BTYOY",23,1,45,0.8,1991,"Pamehac","2",108,NA
"224","BTYOY",24,1,50,1.2,1991,"Pamehac","2",108,NA
"225","BTYOY",25,1,46,0.9,1991,"Pamehac","2",108,NA
"226","AS",26,2,78,6.2,1991,"Pamehac","2",108,NA
"227","AS",27,2,93,8.2,1991,"Pamehac","2",108,NA
"228","AS",28,2,125,18.2,1991,"Pamehac","2",108,NA
"229","BT",29,2,144,33.4,1991,"Pamehac","2",108,NA
"230","BTYOY",30,2,46,1.2,1991,"Pamehac","2",108,NA
"231","BTYOY",31,2,47,1.2,1991,"Pamehac","2",108,NA
"232","BTYOY",32,2,41,0.7,1991,"Pamehac","2",108,NA
"233","BTYOY",33,2,46,1.1,1991,"Pamehac","2",108,NA
"234","BTYOY",34,2,38,0.3,1991,"Pamehac","2",108,NA
"235","BTYOY",35,2,39,0.7,1991,"Pamehac","2",108,NA
"236","AS",36,3,137,23.7,1991,"Pamehac","2",108,NA
"237","BTYOY",37,3,57,1.1,1991,"Pamehac","2",108,NA
"238","AS",1,1,95,10.2,1991,"Pamehac","5",252,NA
"239","AS",2,1,160,47.4,1991,"Pamehac","5",252,NA
"240","AS",3,1,116,17.7,1991,"Pamehac","5",252,NA
"241","BT",4,1,162,47.6,1991,"Pamehac","5",252,NA
"242","BT",5,1,108,15.2,1991,"Pamehac","5",252,NA
"243","BT",6,1,164,48.3,1991,"Pamehac","5",252,NA
"244","BT",7,1,95,9.2,1991,"Pamehac","5",252,NA
"245","BT",8,1,112,15.9,1991,"Pamehac","5",252,NA
"246","BT",9,1,105,12.4,1991,"Pamehac","5",252,NA
"247","BTYOY",10,1,59,2.2,1991,"Pamehac","5",252,NA
"248","BTYOY",11,1,53,1.5,1991,"Pamehac","5",252,NA
"249","BTYOY",12,1,61,3,1991,"Pamehac","5",252,NA
"250","BTYOY",13,1,55,2,1991,"Pamehac","5",252,NA
"251","BTYOY",14,1,49,1,1991,"Pamehac","5",252,NA
"252","BTYOY",15,1,48,1,1991,"Pamehac","5",252,NA
"253","BTYOY",16,1,58,1.6,1991,"Pamehac","5",252,NA
"254","BTYOY",17,1,47,1,1991,"Pamehac","5",252,NA
"255","BTYOY",18,1,49,1.1,1991,"Pamehac","5",252,NA
"256","BTYOY",19,1,49,1,1991,"Pamehac","5",252,NA
"257","BTYOY",20,1,60,2.5,1991,"Pamehac","5",252,NA
"258","BTYOY",21,1,50,1.1,1991,"Pamehac","5",252,NA
"259","BTYOY",22,1,51,1.2,1991,"Pamehac","5",252,NA
"260","BTYOY",23,1,50,1,1991,"Pamehac","5",252,NA
"261","BTYOY",24,1,48,1.3,1991,"Pamehac","5",252,NA
"262","BTYOY",25,1,45,0.8,1991,"Pamehac","5",252,NA
"263","BTYOY",26,1,46,0.8,1991,"Pamehac","5",252,NA
"264","BTYOY",27,1,57,1.7,1991,"Pamehac","5",252,NA
"265","BTYOY",28,1,55,1.7,1991,"Pamehac","5",252,NA
"266","BTYOY",29,1,50,1.1,1991,"Pamehac","5",252,NA
"267","BTYOY",30,1,58,2.4,1991,"Pamehac","5",252,NA
"268","BTYOY",31,1,55,2.3,1991,"Pamehac","5",252,NA
"269","BTYOY",32,1,60,2,1991,"Pamehac","5",252,NA
"270","BTYOY",33,1,61,2.3,1991,"Pamehac","5",252,NA
"271","BTYOY",34,1,62,2.6,1991,"Pamehac","5",252,NA
"272","BTYOY",35,1,55,1.6,1991,"Pamehac","5",252,NA
"273","BTYOY",36,1,57,2,1991,"Pamehac","5",252,NA
"274","BTYOY",37,1,47,1.1,1991,"Pamehac","5",252,NA
"275","AS",38,2,110,16,1991,"Pamehac","5",252,NA
"276","AS",39,2,169,54.7,1991,"Pamehac","5",252,NA
"277","AS",40,2,93,8.1,1991,"Pamehac","5",252,NA
"278","ASYOY",41,2,54,1.6,1991,"Pamehac","5",252,NA
"279","ASYOY",42,2,50,1.5,1991,"Pamehac","5",252,NA
"280","ASYOY",43,2,48,0.7,1991,"Pamehac","5",252,NA
"281","ASYOY",44,2,48,1,1991,"Pamehac","5",252,NA
"282","ASYOY",45,2,45,0.7,1991,"Pamehac","5",252,NA
"283","ASYOY",46,2,47,0.9,1991,"Pamehac","5",252,NA
"284","ASYOY",47,2,47,1.1,1991,"Pamehac","5",252,NA
"285","ASYOY",48,2,50,0.9,1991,"Pamehac","5",252,NA
"286","ASYOY",49,2,52,1.2,1991,"Pamehac","5",252,NA
"287","ASYOY",50,2,55,1.7,1991,"Pamehac","5",252,NA
"288","ASYOY",51,2,59,2.1,1991,"Pamehac","5",252,NA
"289","ASYOY",52,2,55,1.6,1991,"Pamehac","5",252,NA
"290","ASYOY",53,2,52,1.2,1991,"Pamehac","5",252,NA
"291","AS",54,3,133,26.7,1991,"Pamehac","5",252,NA
"292","AS",55,3,84,6.6,1991,"Pamehac","5",252,NA
"293","BT",56,3,108,15.6,1991,"Pamehac","5",252,NA
"294","BT",57,3,120,19.4,1991,"Pamehac","5",252,NA
"295","BTYOY",58,3,55,1.6,1991,"Pamehac","5",252,NA
"296","BTYOY",59,3,53,1.5,1991,"Pamehac","5",252,NA
"297","BTYOY",60,3,47,0.9,1991,"Pamehac","5",252,NA
"298","BTYOY",61,3,52,1.2,1991,"Pamehac","5",252,NA
"299","AS",1,1,113,17.6,1991,"Pamehac","5A",123,NA
"300","BTYOY",2,1,50,1.1,1991,"Pamehac","5A",123,NA
"301","BTYOY",3,1,52,1.4,1991,"Pamehac","5A",123,NA
"302","BTYOY",4,1,50,1.3,1991,"Pamehac","5A",123,NA
"303","BTYOY",5,1,52,1.2,1991,"Pamehac","5A",123,NA
"304","BTYOY",6,1,55,1.5,1991,"Pamehac","5A",123,NA
"305","BTYOY",7,1,52,1.6,1991,"Pamehac","5A",123,NA
"306","BTYOY",8,1,45,0.9,1991,"Pamehac","5A",123,NA
"307","BTYOY",9,1,42,0.7,1991,"Pamehac","5A",123,NA
"308","BTYOY",10,1,46,0.9,1991,"Pamehac","5A",123,NA
"309","BTYOY",11,1,43,0.8,1991,"Pamehac","5A",123,NA
"310","BTYOY",12,1,42,0.6,1991,"Pamehac","5A",123,NA
"311","BTYOY",13,1,45,0.9,1991,"Pamehac","5A",123,NA
"312","BTYOY",14,1,44,0.7,1991,"Pamehac","5A",123,NA
"313","BTYOY",15,1,44,0.8,1991,"Pamehac","5A",123,NA
"314","BTYOY",16,1,42,0.7,1991,"Pamehac","5A",123,NA
"315","BTYOY",17,1,47,0.9,1991,"Pamehac","5A",123,NA
"316","BTYOY",18,1,45,0.9,1991,"Pamehac","5A",123,NA
"317","BTYOY",19,1,39,0.5,1991,"Pamehac","5A",123,NA
"318","AS",20,2,118,19.2,1991,"Pamehac","5A",123,NA
"319","AS",21,2,92,9.1,1991,"Pamehac","5A",123,NA
"320","BTYOY",22,2,52,1.4,1991,"Pamehac","5A",123,NA
"321","BTYOY",23,2,50,1.3,1991,"Pamehac","5A",123,NA
"322","BTYOY",24,2,50,1.2,1991,"Pamehac","5A",123,NA
"323","BTYOY",25,2,43,0.7,1991,"Pamehac","5A",123,NA
"324","BTYOY",26,2,44,0.7,1991,"Pamehac","5A",123,NA
"325","BTYOY",27,2,47,0.9,1991,"Pamehac","5A",123,NA
"326","BTYOY",28,2,44,0.8,1991,"Pamehac","5A",123,NA
"327","BTYOY",29,2,40,0.5,1991,"Pamehac","5A",123,NA
"328","BTYOY",30,2,48,1,1991,"Pamehac","5A",123,NA
"329","BTYOY",31,3,56,1.8,1991,"Pamehac","5A",123,NA
"330","BTYOY",32,3,53,1.5,1991,"Pamehac","5A",123,NA
"331","BTYOY",33,3,40,0.6,1991,"Pamehac","5A",123,NA
"332","AS",1,1,134,29,1991,"Pamehac","5B",80,NA
"333","AS",2,1,102,15.4,1991,"Pamehac","5B",80,NA
"334","AS",3,1,145,30.1,1991,"Pamehac","5B",80,NA
"335","BTYOY",4,1,52,1.2,1991,"Pamehac","5B",80,NA
"336","BTYOY",5,1,52,1,1991,"Pamehac","5B",80,NA
"337","BTYOY",6,1,56,1.6,1991,"Pamehac","5B",80,NA
"338","BTYOY",7,1,55,1.7,1991,"Pamehac","5B",80,NA
"339","BTYOY",8,1,39,0.6,1991,"Pamehac","5B",80,NA
"340","BTYOY",9,1,39,0.7,1991,"Pamehac","5B",80,NA
"341","BTYOY",10,1,48,1,1991,"Pamehac","5B",80,NA
"342","BTYOY",11,1,47,1.3,1991,"Pamehac","5B",80,NA
"343","BTYOY",12,1,46,0.9,1991,"Pamehac","5B",80,NA
"344","BTYOY",13,1,45,0.8,1991,"Pamehac","5B",80,NA
"345","BTYOY",14,1,42,1.1,1991,"Pamehac","5B",80,NA
